time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.121,0.125,0.12271428571428575,0.123,0.0008806305718527114,0.091,0.094,0.0926,0.0925,0.0009165151389911689,1.338,1.367,1.3504500000000002,1.352,0.007813289960061642,0.169,0.171,0.17004999999999998,0.17,0.0005894913061275804,0.47500000000000003,0.484,0.47829999999999995,0.47900000000000004,0.0026286878856189716,1.77,1.81,1.7889000000000004,1.792,0.012259282197583973,0.271,0.274,0.27274999999999994,0.273,0.0008291561975888507,1.734,1.7690000000000001,1.7489000000000003,1.7510000000000001,0.009606768447297978,0.20600000000000002,0.209,0.2072,0.20700000000000002,0.0007483314773547857,32,32,2560,10240,51200,False,3808,1
0.121,0.122,0.1215238095238095,0.122,0.0004994327848429298,0.09,0.092,0.0907,0.0905,0.0007810249675906662,1.337,1.364,1.3497500000000002,1.35,0.006898369372540169,0.168,0.169,0.16870000000000002,0.169,0.00045825756949558437,0.47500000000000003,0.484,0.4794999999999999,0.48,0.0024186773244895482,1.7670000000000001,1.805,1.7871,1.7875,0.009596353474106699,0.269,0.274,0.27080000000000004,0.2705,0.0011661903789690613,1.734,1.768,1.7501500000000003,1.7510000000000001,0.00845147916047836,0.20400000000000001,0.20700000000000002,0.20585,0.20600000000000002,0.0007921489758877436,32,32,2560,10240,51200,False,3776,1
0.12,0.123,0.12138095238095238,0.121,0.0008438116736509222,0.088,0.094,0.091,0.091,0.0011832159566199242,1.33,1.361,1.3458,1.346,0.010240117186829467,0.166,0.168,0.1672,0.167,0.000509901951359279,0.47300000000000003,0.484,0.4786,0.47900000000000004,0.003799999999999981,1.768,1.805,1.7868499999999998,1.7875,0.013004902921590736,0.267,0.271,0.26855000000000007,0.269,0.00086458082328953,1.73,1.77,1.7506999999999997,1.7485,0.01418132574902643,0.202,0.20600000000000002,0.20395000000000002,0.20400000000000001,0.001023474474522937,32,32,2560,10240,51200,False,3744,1
0.117,0.12,0.11876190476190479,0.11900000000000001,0.000971241812112908,0.08700000000000001,0.091,0.08935,0.089,0.0010136567466356638,1.299,1.345,1.32925,1.3395000000000001,0.016229217479595253,0.164,0.166,0.1654,0.165,0.0005830951894845306,0.466,0.47900000000000004,0.4735999999999999,0.47450000000000003,0.005398147830506316,1.722,1.7810000000000001,1.7577500000000004,1.7615,0.022329072976727028,0.265,0.268,0.26605,0.266,0.0009205976319760993,1.699,1.7510000000000001,1.7312,1.744,0.01912223836270221,0.201,0.20400000000000001,0.20189999999999997,0.202,0.0008888194417315596,32,32,2560,10240,51200,False,3712,1
0.116,0.11900000000000001,0.11757142857142859,0.11800000000000001,0.001178030178747904,0.08700000000000001,0.091,0.08825000000000001,0.088,0.0009937303457175871,1.291,1.329,1.3170499999999998,1.3265,0.013447955234904704,0.163,0.165,0.1642,0.164,0.0006782329983125274,0.461,0.47500000000000003,0.4697000000000001,0.47200000000000003,0.005129327441292869,1.713,1.7630000000000001,1.7440500000000003,1.7505000000000002,0.01855660259853621,0.263,0.265,0.26410000000000006,0.264,0.0005385164807134509,1.683,1.734,1.7157999999999998,1.7225000000000001,0.017639727889057714,0.199,0.202,0.20010000000000003,0.2,0.0008306623862918082,32,32,2560,10240,51200,False,3680,1
0.116,0.11900000000000001,0.1178095238095238,0.11800000000000001,0.0006632565846278158,0.08600000000000001,0.092,0.0892,0.089,0.0015684387141358107,1.248,1.2630000000000001,1.2570000000000003,1.2590000000000001,0.004878524367060203,0.164,0.166,0.1647,0.165,0.0005567764362830027,0.47400000000000003,0.48,0.4772499999999999,0.47800000000000004,0.0019968725547715835,1.687,1.708,1.69915,1.704,0.007875753932164203,0.258,0.26,0.259,0.259,0.0007745966692414842,1.735,1.754,1.74645,1.75,0.006336205489092012,0.197,0.199,0.1982,0.198,0.0006000000000000005,32,32,2560,10240,51200,False,3648,1
0.115,0.117,0.11623809523809525,0.116,0.0006098213559459861,0.084,0.089,0.08660000000000001,0.08650000000000001,0.0013190905958272883,1.24,1.2710000000000001,1.2528000000000001,1.2530000000000001,0.008072174428244247,0.161,0.163,0.16219999999999998,0.162,0.0005099019513592789,0.47300000000000003,0.483,0.47675,0.47800000000000004,0.0029133314263914347,1.684,1.719,1.6990499999999997,1.702,0.009494603730540858,0.255,0.259,0.2568,0.257,0.0009273618495495711,1.726,1.7630000000000001,1.7425500000000003,1.746,0.008714786285388776,0.196,0.198,0.19670000000000004,0.197,0.0006403124237432856,32,32,2560,10240,51200,False,3616,1
0.115,0.11800000000000001,0.11647619047619047,0.117,0.0009571310115353238,0.085,0.09,0.08670000000000001,0.08700000000000001,0.0012688577540449493,1.239,1.272,1.2581000000000002,1.2630000000000001,0.010270832488167648,0.16,0.161,0.16055000000000003,0.161,0.0004974937185533105,0.47300000000000003,0.484,0.4794500000000001,0.481,0.004030818775385445,1.682,1.716,1.70225,1.7065000000000001,0.013037925448475322,0.253,0.255,0.25434999999999997,0.254,0.0006538348415311017,1.6,1.6320000000000001,1.61835,1.622,0.012080045529715545,0.194,0.197,0.19565000000000005,0.196,0.0007262919523166982,32,32,2560,10240,51200,False,3584,1
0.112,0.115,0.1137619047619048,0.114,0.0011086139739831264,0.084,0.088,0.08585,0.08600000000000001,0.001013656746635664,1.216,1.2670000000000001,1.2495,1.254,0.015682793118574276,0.158,0.16,0.15895,0.159,0.0005894913061275802,0.465,0.484,0.4759500000000001,0.47900000000000004,0.0067562933624880335,1.6500000000000001,1.717,1.6880000000000002,1.699,0.023897698633968883,0.25,0.253,0.2514000000000001,0.251,0.0009695359714832665,1.567,1.6280000000000001,1.6037,1.613,0.021445512351072445,0.192,0.196,0.19385000000000002,0.194,0.0009630680142129119,32,32,2560,10240,51200,False,3552,1
0.112,0.115,0.11376190476190476,0.114,0.0007499055118106493,0.083,0.08700000000000001,0.0849,0.085,0.0011357816691600557,1.18,1.211,1.1954999999999998,1.1995,0.010693455942771752,0.158,0.16,0.15905,0.159,0.0005894913061275804,0.47400000000000003,0.484,0.4794500000000001,0.48,0.003955692101263676,1.675,1.712,1.6952000000000003,1.6985000000000001,0.014479640879524608,0.248,0.252,0.2493,0.249,0.0009539392014169464,1.595,1.629,1.6141999999999999,1.619,0.014232357499725767,0.19,0.194,0.19205,0.192,0.0009733961166965902,32,32,2560,10240,51200,False,3520,1
0.111,0.114,0.11261904761904763,0.113,0.0007853534524986026,0.083,0.08600000000000001,0.08485000000000001,0.085,0.0010136567466356656,1.169,1.206,1.1927999999999999,1.193,0.009826494797230594,0.157,0.16,0.15794999999999998,0.158,0.0007399324293474377,0.468,0.483,0.47905,0.47850000000000004,0.003398161267509221,1.661,1.708,1.6952500000000004,1.6905000000000001,0.011644204567079717,0.246,0.249,0.24744999999999995,0.247,0.0008046738469715547,1.581,1.627,1.6154500000000003,1.612,0.01040420588031591,0.189,0.191,0.19,0.19,0.0007071067811865482,32,32,2560,10240,51200,False,3488,1
0.11,0.113,0.1114761904761905,0.111,0.0006632565846278156,0.081,0.084,0.08290000000000002,0.083,0.0008888194417315598,1.16,1.18,1.1677999999999997,1.169,0.004915282290977789,0.156,0.158,0.15715,0.157,0.0005722761571129803,0.47400000000000003,0.483,0.4776999999999999,0.47900000000000004,0.0025119713374160825,1.588,1.621,1.6017500000000002,1.605,0.008898735865278845,0.244,0.246,0.24489999999999998,0.245,0.0008888194417315596,1.59,1.619,1.60275,1.607,0.00881972221784789,0.187,0.19,0.1882,0.188,0.000748331477354789,32,32,2560,10240,51200,False,3456,1
0.109,0.111,0.11047619047619049,0.111,0.0005870870479018078,0.081,0.084,0.08225,0.082,0.0008874119674649432,1.16,1.179,1.17005,1.1705,0.0057399912891919905,0.153,0.156,0.15475,0.155,0.0006982120021884477,0.46900000000000003,0.47700000000000004,0.4721000000000002,0.47300000000000003,0.0023643180835073796,1.581,1.611,1.5933,1.596,0.00820426718238749,0.241,0.245,0.2425,0.242,0.0009746794344808972,1.575,1.603,1.5864999999999998,1.59,0.007697402159170346,0.185,0.189,0.18695,0.187,0.001023474474522937,32,32,2560,10240,51200,False,3424,1
0.109,0.111,0.10990476190476192,0.11,0.0006098213559459861,0.08,0.085,0.08165,0.081,0.0012359207094308285,1.172,1.193,1.1839499999999998,1.1840000000000002,0.007095597226449656,0.152,0.154,0.15325,0.153,0.0006224949798994371,0.47300000000000003,0.48,0.47619999999999996,0.47550000000000003,0.00218174242292714,1.594,1.613,1.60335,1.5985,0.007531766061157249,0.23900000000000002,0.242,0.24020000000000002,0.24,0.0009273618495495621,1.592,1.611,1.6011000000000002,1.5985,0.00710563156939622,0.184,0.187,0.18495,0.185,0.0008645808232895299,32,32,2560,10240,51200,False,3392,1
0.109,0.111,0.11014285714285715,0.11,0.0007095078297976835,0.079,0.083,0.0811,0.081,0.0008888194417315596,1.12,1.1400000000000001,1.1329,1.1345,0.004624932431938879,0.152,0.154,0.15275,0.153,0.0005361902647381809,0.47800000000000004,0.483,0.4814000000000001,0.483,0.0021999999999999754,1.605,1.6260000000000001,1.6192999999999997,1.624,0.007321885003194225,0.23700000000000002,0.23900000000000002,0.23780000000000007,0.23800000000000002,0.0006000000000000006,1.603,1.621,1.6147499999999997,1.619,0.007126534922386907,0.181,0.184,0.18314999999999998,0.183,0.0008529361054615998,32,32,2560,10240,51200,False,3360,1
0.107,0.109,0.10823809523809524,0.108,0.000525969572247013,0.079,0.083,0.0805,0.08,0.0011618950038622259,1.115,1.127,1.1219500000000002,1.1215000000000002,0.002889204042638756,0.151,0.153,0.1516,0.152,0.0005830951894845306,0.47600000000000003,0.47900000000000004,0.47780000000000006,0.47800000000000004,0.0006782329983125273,1.605,1.609,1.60695,1.607,0.0012835497652993425,0.23500000000000001,0.23700000000000002,0.23550000000000004,0.23500000000000001,0.0007416198487095669,1.588,1.601,1.5943,1.593,0.003716180835212416,0.181,0.183,0.18139999999999998,0.181,0.0005830951894845306,32,32,2560,10240,51200,False,3328,1
0.106,0.109,0.10723809523809524,0.107,0.0009209085526577968,0.078,0.081,0.0792,0.079,0.000748331477354789,1.116,1.1400000000000001,1.1261500000000002,1.1235,0.007080077683189646,0.149,0.151,0.14999999999999997,0.15,0.0006324555320336764,0.47400000000000003,0.484,0.47685000000000005,0.47600000000000003,0.0034824560298731527,1.583,1.616,1.596,1.596,0.01138859078200634,0.232,0.23600000000000002,0.23349999999999999,0.233,0.0009219544457292896,1.571,1.607,1.58635,1.5835,0.013683110026598484,0.178,0.181,0.17959999999999998,0.18,0.0007348469228349541,32,32,2560,10240,51200,False,3296,1
0.105,0.107,0.10595238095238094,0.106,0.000722178613719196,0.077,0.08,0.07845,0.078,0.0007399324293474377,1.113,1.127,1.1207500000000001,1.121,0.0038971143170299792,0.147,0.149,0.1481,0.148,0.0005385164807134509,0.47300000000000003,0.47800000000000004,0.47685000000000005,0.47700000000000004,0.0016815171720800254,1.5050000000000001,1.5270000000000001,1.5221,1.526,0.006518435395092905,0.23,0.233,0.23129999999999998,0.231,0.0009539392014169465,1.574,1.598,1.5878999999999999,1.5895000000000001,0.0067963225350184675,0.176,0.179,0.17784999999999998,0.178,0.0007921489758877437,32,32,2560,10240,51200,False,3264,1
0.10400000000000001,0.106,0.10485714285714286,0.105,0.0005593971487843159,0.076,0.08,0.07825000000000001,0.0785,0.0015124483462254188,1.102,1.117,1.10965,1.112,0.0050226984779100465,0.146,0.149,0.1473,0.147,0.0007141428428542856,0.47200000000000003,0.47700000000000004,0.47510000000000013,0.47600000000000003,0.0022113344387496,1.5070000000000001,1.5230000000000001,1.5172999999999999,1.522,0.006450581369148041,0.228,0.231,0.22885,0.229,0.0008529361054615997,1.567,1.598,1.58255,1.584,0.007710220489713652,0.17500000000000002,0.179,0.17625,0.176,0.0009937303457175834,32,32,2560,10240,51200,False,3232,1
0.10300000000000001,0.105,0.10385714285714288,0.10400000000000001,0.0006388765649999371,0.075,0.078,0.0765,0.0765,0.0006708203932499376,1.149,1.164,1.1566,1.157,0.005398147830506284,0.14200000000000002,0.14300000000000002,0.14245,0.14200000000000002,0.0004974937185533105,0.357,0.362,0.3599,0.3605,0.0017291616465790597,1.494,1.518,1.5089000000000001,1.5115,0.007867019766086789,0.226,0.228,0.22690000000000002,0.227,0.0007681145747868615,1.341,1.358,1.3498500000000002,1.3545,0.00687949852823591,0.17300000000000001,0.17500000000000002,0.17429999999999998,0.17400000000000002,0.0005567764362830027,32,32,2560,10240,51200,False,3200,1
0.101,0.10300000000000001,0.10200000000000002,0.10200000000000001,0.0007559289460184551,0.075,0.078,0.0761,0.076,0.0008306623862918082,1.1380000000000001,1.1520000000000001,1.1458500000000003,1.149,0.004881342028581886,0.139,0.14100000000000001,0.14035000000000003,0.14,0.0005722761571129804,0.354,0.358,0.35605000000000003,0.357,0.0015321553446044575,1.486,1.5030000000000001,1.4954500000000002,1.4995,0.006476688968909968,0.223,0.226,0.22454999999999997,0.2245,0.0009733961166965902,1.328,1.342,1.3361500000000004,1.341,0.006271164166245351,0.17200000000000001,0.17400000000000002,0.17295,0.17300000000000001,0.0005894913061275802,32,32,2560,10240,51200,False,3168,1
0.1,0.10300000000000001,0.10152380952380953,0.101,0.0007939681905015754,0.073,0.076,0.07475000000000001,0.075,0.0010897247358851695,1.1340000000000001,1.158,1.1468500000000001,1.1475,0.009488282247066606,0.138,0.14,0.13900000000000007,0.139,0.0005477225575051665,0.354,0.363,0.35835,0.358,0.0036643553321150536,1.48,1.516,1.4991,1.4995,0.011704272724095254,0.221,0.224,0.2222,0.222,0.0008124038404635967,1.327,1.363,1.3435000000000001,1.342,0.014609928131240051,0.17,0.17300000000000001,0.17150000000000004,0.1715,0.0006708203932499375,32,32,2560,10240,51200,False,3136,1
0.1,0.10300000000000001,0.1012857142857143,0.101,0.0007648751621051917,0.07200000000000001,0.076,0.0739,0.074,0.0011357816691600546,1.143,1.177,1.1541000000000001,1.154,0.009959417653658228,0.137,0.139,0.13789999999999997,0.138,0.0005385164807134509,0.356,0.367,0.35935,0.36,0.0031188940347501417,1.449,1.495,1.4617,1.464,0.013111445381802894,0.221,0.224,0.22260000000000005,0.223,0.0007348469228349541,1.341,1.381,1.3523,1.354,0.01169658069693876,0.168,0.17,0.16890000000000002,0.169,0.0007000000000000006,32,32,2560,10240,51200,False,3104,1
0.099,0.101,0.10009523809523811,0.1,0.0006834619092574923,0.07200000000000001,0.077,0.07425000000000001,0.074,0.0014097872179871663,1.1,1.115,1.1060500000000002,1.104,0.00515242661277188,0.136,0.138,0.13715000000000002,0.137,0.0006538348415311016,0.359,0.365,0.3615,0.361,0.0016881943016134146,1.429,1.449,1.4365,1.434,0.0067933791297115215,0.217,0.22,0.2184,0.218,0.0006633249580710806,1.352,1.369,1.3581500000000002,1.355,0.00611780189283701,0.167,0.169,0.16805,0.168,0.0007399324293474377,32,32,2560,10240,51200,False,3072,1
0.098,0.1,0.09895238095238094,0.099,0.000652919485752481,0.07200000000000001,0.075,0.0732,0.073,0.0008124038404635937,1.0130000000000001,1.053,1.03665,1.04,0.010845621236240874,0.137,0.138,0.13720000000000002,0.137,0.0004000000000000003,0.353,0.366,0.36105,0.362,0.0036942522924131786,1.4000000000000001,1.452,1.43285,1.437,0.015479906330465936,0.215,0.218,0.21605,0.216,0.0008645808232895299,1.319,1.381,1.3560500000000002,1.358,0.01692771396261175,0.164,0.167,0.16555,0.1655,0.0007399324293474377,32,32,2560,10240,51200,False,3040,1
0.096,0.1,0.09804761904761905,0.098,0.0010900498230723436,0.07,0.073,0.07160000000000001,0.07200000000000001,0.0006633249580710791,1.0210000000000001,1.053,1.0406,1.0430000000000001,0.011302212172844729,0.135,0.137,0.13595000000000002,0.136,0.0004974937185533104,0.369,0.381,0.37579999999999997,0.376,0.0040323690307311946,1.3780000000000001,1.421,1.403,1.405,0.01584297951775482,0.211,0.215,0.21305000000000002,0.213,0.001023474474522937,1.3840000000000001,1.428,1.41035,1.413,0.016450759860869614,0.163,0.165,0.16410000000000002,0.164,0.0007681145747868615,32,32,2560,10240,51200,False,3008,1
0.095,0.099,0.09704761904761906,0.097,0.0011328930717495553,0.069,0.074,0.07110000000000001,0.07100000000000001,0.001135781669160054,1.0190000000000001,1.05,1.03745,1.0459999999999998,0.012947876273736905,0.133,0.135,0.1342,0.134,0.0005099019513592789,0.368,0.379,0.37474999999999997,0.378,0.00466770821710184,1.3760000000000001,1.419,1.4007500000000002,1.4060000000000001,0.017443838453734855,0.209,0.212,0.2104,0.21,0.0007348469228349541,1.383,1.427,1.4086999999999996,1.4195,0.018534022768951115,0.161,0.164,0.16254999999999997,0.1625,0.0007399324293474377,32,32,2560,10240,51200,False,2976,1
0.094,0.097,0.09519047619047619,0.095,0.0007939681905015753,0.069,0.07200000000000001,0.07015,0.07,0.0009096702699330133,1.043,1.072,1.0614000000000001,1.062,0.008224354077980856,0.132,0.133,0.1326,0.133,0.0004898979485566361,0.366,0.375,0.37124999999999997,0.371,0.002808469333996726,1.3920000000000001,1.426,1.4107999999999998,1.411,0.010805554127392022,0.20800000000000002,0.21,0.20890000000000003,0.209,0.0007681145747868501,1.37,1.4000000000000001,1.3883,1.3860000000000001,0.01034456378973999,0.159,0.161,0.16035000000000002,0.16,0.0005722761571129803,32,32,2560,10240,51200,False,2944,1
0.093,0.095,0.09404761904761906,0.094,0.0005753831415997421,0.068,0.07,0.06910000000000001,0.069,0.0007000000000000006,1.049,1.062,1.05775,1.059,0.003631459761583497,0.13,0.132,0.13155,0.132,0.0006689544080129832,0.366,0.371,0.36924999999999997,0.37,0.0013738631664034098,1.3940000000000001,1.411,1.4058000000000002,1.408,0.005446099521676,0.20500000000000002,0.20800000000000002,0.2064,0.20600000000000002,0.0006633249580710806,1.371,1.3860000000000001,1.3822500000000004,1.385,0.005411792678955839,0.158,0.16,0.15904999999999997,0.159,0.0007399324293474378,32,32,2560,10240,51200,False,2912,1
0.092,0.094,0.09304761904761906,0.093,0.000722178613719196,0.067,0.07,0.06855,0.069,0.0009205976319760995,0.971,0.99,0.98105,0.98,0.005678688228807781,0.131,0.132,0.13115000000000004,0.131,0.0003570714214271428,0.368,0.375,0.3717,0.371,0.0022825424421026672,1.299,1.324,1.3120499999999997,1.311,0.007896043312951136,0.202,0.20400000000000001,0.20305,0.203,0.0005894913061275804,1.371,1.4000000000000001,1.386,1.3840000000000001,0.00961769203083568,0.156,0.159,0.15735000000000002,0.157,0.0006538348415311016,32,32,2560,10240,51200,False,2880,1
0.092,0.095,0.09342857142857144,0.093,0.0007284313590846842,0.066,0.068,0.06735000000000002,0.0675,0.0007262919523166982,0.996,1.0070000000000001,0.9991499999999999,0.997,0.003953163290328425,0.129,0.131,0.13010000000000002,0.13,0.0005385164807134509,0.377,0.381,0.37839999999999996,0.378,0.0015620499351813321,1.333,1.349,1.33745,1.334,0.006003957028493781,0.2,0.202,0.201,0.201,0.0003162277660168382,1.41,1.424,1.4133,1.41,0.005771481612203235,0.155,0.157,0.15550000000000003,0.155,0.0005916079783099622,32,32,2560,10240,51200,False,2848,1
0.091,0.093,0.0919047619047619,0.092,0.0006098213559459861,0.065,0.068,0.0665,0.067,0.0008660254037844396,0.9580000000000001,0.97,0.9650000000000001,0.9644999999999999,0.003847076812334253,0.128,0.129,0.1286,0.129,0.0004898979485566361,0.367,0.374,0.37120000000000003,0.3705,0.002063976744055031,1.304,1.331,1.3231499999999998,1.32,0.007094187761823036,0.198,0.2,0.19895,0.199,0.0005894913061275802,1.3940000000000001,1.411,1.40165,1.397,0.0065442723048479146,0.153,0.154,0.15349999999999997,0.1535,0.0005000000000000004,32,32,2560,10240,51200,False,2816,1
0.09,0.092,0.09052380952380953,0.09,0.0005870870479018078,0.064,0.066,0.06525,0.065,0.0006982120021884477,0.9490000000000001,0.968,0.9579500000000001,0.9590000000000001,0.00607844552496767,0.126,0.128,0.12689999999999996,0.127,0.0006244997998398403,0.366,0.374,0.3695,0.369,0.002459674775249771,1.305,1.329,1.3148,1.316,0.007947326594522198,0.195,0.199,0.19665000000000002,0.197,0.0011079259903080177,1.3820000000000001,1.41,1.39175,1.395,0.009658545439143474,0.151,0.154,0.1519,0.152,0.0008306623862918082,32,32,2560,10240,51200,False,2784,1
0.089,0.092,0.09000000000000001,0.09,0.0006900655593423548,0.063,0.067,0.06495,0.065,0.0009205976319760994,0.96,0.971,0.9632999999999997,0.961,0.003925557285278107,0.125,0.126,0.12544999999999998,0.125,0.0004974937185533104,0.37,0.375,0.37115,0.37,0.0016209565077447343,1.318,1.331,1.3214000000000001,1.3185,0.0052383203414834946,0.193,0.196,0.194,0.194,0.0007071067811865482,1.395,1.41,1.3986500000000002,1.3960000000000001,0.0056857277458562125,0.149,0.152,0.15054999999999996,0.15,0.0008046738469715548,32,32,2560,10240,51200,False,2752,1
0.08700000000000001,0.09,0.08823809523809525,0.088,0.0006834619092574898,0.062,0.067,0.06394999999999999,0.064,0.001160818676624391,0.9450000000000001,0.9560000000000001,0.9488,0.9460000000000001,0.004400000000000004,0.12,0.121,0.12035,0.12,0.0004769696007084732,0.364,0.368,0.3655,0.365,0.0015329709716755905,1.234,1.25,1.2394500000000002,1.236,0.005774729430891096,0.192,0.194,0.19250000000000003,0.192,0.0006708203932499375,1.381,1.395,1.3858000000000001,1.381,0.006446704584514503,0.148,0.15,0.14865,0.149,0.0005722761571129803,32,32,2560,10240,51200,False,2720,1
0.08600000000000001,0.08700000000000001,0.08652380952380954,0.08700000000000001,0.0004994327848429298,0.061,0.066,0.0627,0.0625,0.0010535653752852749,0.925,0.9440000000000001,0.9336,0.934,0.0056603886792339665,0.11800000000000001,0.121,0.11925000000000004,0.11900000000000001,0.0006224949798994318,0.356,0.364,0.3596000000000001,0.36,0.002200000000000002,1.209,1.234,1.2211000000000003,1.2215,0.007077428911688207,0.189,0.191,0.18975,0.19,0.0005361902647381809,1.352,1.379,1.36505,1.366,0.007248965443427086,0.146,0.148,0.14689999999999998,0.147,0.0007681145747868615,32,32,2560,10240,51200,False,2688,1
0.084,0.085,0.08485714285714285,0.085,0.00034992710611188283,0.061,0.063,0.061950000000000005,0.062,0.0004974937185533105,0.916,0.935,0.9250499999999999,0.926,0.005342986056504363,0.117,0.11900000000000001,0.11779999999999999,0.11800000000000001,0.000509901951359279,0.353,0.36,0.35625,0.3565,0.0019461500456028577,1.198,1.223,1.2093500000000001,1.21,0.006762211176826695,0.186,0.189,0.18734999999999996,0.187,0.0006538348415311016,1.34,1.367,1.3522500000000002,1.353,0.007680332024072897,0.14400000000000002,0.147,0.14559999999999998,0.146,0.0006633249580710772,32,32,2560,10240,51200,False,2656,1
0.083,0.08600000000000001,0.08404761904761907,0.084,0.0007853534524986027,0.059000000000000004,0.062,0.06065,0.061,0.0006538348415311007,0.917,0.9440000000000001,0.9288500000000001,0.927,0.00805776023470543,0.115,0.117,0.11600000000000002,0.116,0.0007071067811865482,0.353,0.364,0.35745000000000005,0.357,0.0032322592717788003,1.199,1.235,1.2146000000000003,1.2115,0.010664895686315934,0.184,0.187,0.1854,0.185,0.0007348469228349541,1.34,1.379,1.356,1.3535,0.010587728746053132,0.14300000000000002,0.145,0.14370000000000002,0.14400000000000002,0.0006403124237432799,32,32,2560,10240,51200,False,2624,1
0.083,0.085,0.08390476190476191,0.084,0.000525969572247013,0.06,0.062,0.060399999999999995,0.06,0.0005830951894845307,0.926,0.9460000000000001,0.9368000000000002,0.9355,0.006742403132415036,0.115,0.116,0.11505000000000003,0.115,0.00021794494717703388,0.356,0.364,0.36014999999999997,0.36,0.002612948526090786,1.21,1.235,1.2244500000000003,1.222,0.008800426126046403,0.182,0.184,0.183,0.183,0.0006324555320336764,1.352,1.379,1.3677500000000005,1.366,0.010530313385649998,0.14100000000000001,0.14300000000000002,0.14195,0.14200000000000002,0.0003840572873934307,32,32,2560,10240,51200,False,2592,1
0.083,0.08700000000000001,0.08428571428571431,0.084,0.0009331389496316878,0.058,0.061,0.05965,0.0595,0.0008529361054615968,0.891,0.91,0.8958999999999999,0.892,0.0070491134194308495,0.117,0.11800000000000001,0.11765,0.11800000000000001,0.00047696960070847314,0.3,0.307,0.3024,0.301,0.0024372115213907902,1.172,1.196,1.1782,1.173,0.009091754506144568,0.181,0.183,0.1815,0.181,0.0005916079783099621,1.119,1.1420000000000001,1.1237,1.119,0.008271033792700914,0.139,0.14100000000000001,0.14035000000000003,0.14,0.0005722761571129804,32,32,2560,10240,51200,False,2560,1
0.082,0.084,0.0832857142857143,0.083,0.0006998542122237659,0.057,0.061,0.0586,0.058,0.000916515138991167,0.874,0.898,0.8827,0.881,0.007981854421122958,0.112,0.115,0.11380000000000001,0.114,0.0006000000000000006,0.296,0.305,0.29910000000000003,0.298,0.0028965496715920506,1.161,1.196,1.17435,1.172,0.011087267472195302,0.178,0.18,0.17889999999999998,0.179,0.0007000000000000006,1.109,1.1420000000000001,1.12195,1.1195,0.010791084282869855,0.137,0.14,0.13849999999999998,0.138,0.0007416198487095669,32,32,2560,10240,51200,False,2528,1
0.081,0.084,0.0819047619047619,0.082,0.0008676603408708864,0.057,0.06,0.0581,0.058,0.0006244997998398394,0.88,0.901,0.8881499999999999,0.883,0.008229671925417206,0.112,0.113,0.11230000000000002,0.112,0.0004582575694955844,0.299,0.305,0.3006500000000001,0.299,0.002495495942693558,1.173,1.198,1.17985,1.174,0.009931137900563089,0.17500000000000002,0.178,0.17650000000000002,0.176,0.0007416198487095641,1.12,1.1440000000000001,1.12765,1.122,0.009328853091350502,0.136,0.139,0.137,0.137,0.0007745966692414842,32,32,2560,10240,51200,False,2496,1
0.08,0.082,0.08095238095238096,0.081,0.000575383141599742,0.057,0.059000000000000004,0.05750000000000001,0.057,0.0005916079783099621,0.88,0.89,0.8854,0.8885000000000001,0.004340506882842144,0.11,0.112,0.11115000000000001,0.111,0.0005722761571129803,0.298,0.301,0.2996,0.3005,0.0014628738838327808,1.17,1.184,1.17695,1.178,0.005817860431464474,0.17300000000000001,0.17500000000000002,0.17419999999999997,0.17400000000000002,0.000509901951359279,1.119,1.131,1.12485,1.1270000000000002,0.005461455849862791,0.134,0.138,0.13484999999999997,0.135,0.0009096702699330135,32,32,2560,10240,51200,False,2464,1
